global_rate_negative_words,title_subjectivity,title_sentiment_polarity,shares,shares_2,shares_4,data_channel_encoded,num_tokens_title,num_tokens_content,links_to_words_ratio,images_to_words_ratio,videos_to_words_ratio,weekday,is_weekend
0.02439,0.375,0.0,2000,1,medium,0,9,246,0.016260162601626018,0.0040650406504065045,0.0,1,0
0.032727,0.4,0.1,803,0,low,0,8,446,0.033632286995515695,0.02466367713004484,0.0,1,0
0.023158,0.288889,-0.15556,1300,0,medium,4,7,338,0.026627218934911243,0.038461538461538464,0.0029585798816568047,1,0
0.020408,0.9,-0.15,860,0,low,2,11,306,0.06862745098039216,0.049019607843137254,0.0032679738562091504,1,0
0.018727,0.1,-0.05,550,0,low,2,8,230,0.008695652173913044,0.0,0.0,1,0
0.025086,0.0,0.0,1200,0,medium,0,10,222,0.02702702702702703,0.0045045045045045045,0.0,1,0
0.019784,0.0,0.0,15700,1,high,0,9,210,0.08095238095238096,0.004761904761904762,0.0,1,0
0.013889,0.0,0.0,2800,1,medium,4,9,241,0.012448132780082987,0.004149377593360996,0.0,1,0
0.01039,0.0,0.0,474,0,very_low,0,8,844,0.023696682464454975,0.018957345971563982,0.0035545023696682463,1,0
0.039735,0.5,0.5,6800,1,high,1,9,1057,0.003784295175023652,0.001892147587511826,0.0,1,0
0.00551,0.0,0.0,973,0,medium,0,9,124,0.10483870967741936,0.0,0.008064516129032258,1,0
0.0,0.4,0.05,4700,1,high,0,7,222,0.06306306306306306,0.05405405405405406,0.0,1,0
0.02957,0.0,0.0,1900,1,medium,4,9,132,0.030303030303030304,0.03787878787878788,0.0,1,0
0.018182,0.15,0.1,876,0,low,5,8,345,0.017391304347826087,0.005797101449275362,0.0,1,0
0.012587,0.0,0.0,929,0,low,2,8,138,0.10869565217391304,0.043478260869565216,0.0,1,0
0.015695,0.0,0.0,748,0,low,2,10,348,0.34195402298850575,0.14080459770114942,0.07758620689655173,1,0
0.005181,0.25,0.25,980,0,medium,2,11,310,0.0032258064516129032,0.0,0.0032258064516129032,1,0
0.041522,0.0,0.0,839,0,low,2,11,301,0.006644518272425249,0.0,0.06976744186046512,1,0
0.015228,0.0,0.0,1100,0,medium,0,7,187,0.06417112299465241,0.016042780748663103,0.0,1,0
0.012945,0.0,0.0,865,0,low,0,11,163,0.07975460122699386,0.006134969325153374,0.0,1,0
0.023256,0.4,0.8,846,0,low,1,7,95,0.08421052631578947,0.010526315789473684,0.0,1,0
0.009153,1.0,0.0,1300,0,medium,0,11,1177,0.009345794392523364,0.0008496176720475786,0.0008496176720475786,1,0
0.014104,0.0,0.0,6000,1,high,0,7,297,0.16161616161616163,0.0,0.003367003367003367,2,0
0.016047,0.5,0.5,4500,1,high,5,10,277,0.05054151624548736,0.04332129963898917,0.010830324909747292,2,0
0.025478,0.0,0.0,6900,1,high,5,9,378,0.010582010582010581,0.026455026455026454,0.0,2,0
0.020258,0.0,0.0,1100,0,medium,2,11,184,0.03260869565217391,0.05434782608695652,0.0,2,0
0.017147,0.0,0.0,2000,1,medium,5,9,851,0.004700352526439483,0.0011750881316098707,0.0023501762632197414,2,0
0.015537,0.5,0.5,1900,1,medium,1,11,498,0.012048192771084338,0.020080321285140562,0.0,2,0
0.018817,0.0,0.0,1300,0,medium,5,12,254,0.027559055118110236,0.003937007874015748,0.0,2,0
0.018212,0.35,0.225,778,0,low,2,6,1209,0.0024813895781637717,0.0008271298593879239,0.0,2,0
0.038062,1.0,0.0,673,0,low,0,7,398,0.02512562814070352,0.002512562814070352,0.002512562814070352,2,0
0.011494,0.0,0.0,1300,0,medium,1,6,339,0.011799410029498525,0.0029498525073746312,0.0,2,0
0.023529,0.566667,-0.01667,946,0,low,0,11,582,0.00859106529209622,0.006872852233676976,0.0,2,0
0.023669,0.0,0.0,932,0,low,0,9,263,0.12547528517110265,0.0038022813688212928,0.0,2,0
0.011057,0.5,0.5,1000,0,medium,3,11,156,0.09615384615384616,0.00641025641025641,0.00641025641025641,2,0
0.016842,0.35,0.35,876,0,low,2,12,824,0.0024271844660194173,0.0012135922330097086,0.0,2,0
0.00813,0.0,0.0,1900,1,medium,1,9,112,0.07142857142857142,0.008928571428571428,0.0,2,0
0.011628,0.516667,0.283333,3000,1,medium,1,7,788,0.005076142131979695,0.0,0.0038071065989847717,2,0
0.007042,0.5,-0.06667,954,0,medium,0,10,428,0.014018691588785047,0.0,0.0,2,0
0.010101,0.0,0.0,5200,1,high,0,8,194,0.04639175257731959,0.005154639175257732,0.0,2,0
0.013333,0.227273,0.068182,1000,0,medium,5,10,251,0.01195219123505976,0.01593625498007968,0.0,2,0
0.004167,0.0,0.0,2800,1,medium,4,7,133,0.06015037593984962,0.007518796992481203,0.0,2,0
0.0128,0.111111,0.083333,937,0,low,1,10,359,0.03064066852367688,0.005571030640668524,0.0,2,0
0.010989,0.416667,0.083333,1900,1,medium,3,9,644,0.023291925465838508,0.020186335403726708,0.0,2,0
0.011667,0.0,0.0,1300,0,medium,0,9,204,0.049019607843137254,0.00980392156862745,0.004901960784313725,2,0
0.015886,0.2,0.1,872,0,low,5,12,625,0.016,0.0016,0.0,2,0
0.032258,0.4,-0.2,5700,1,high,0,7,94,0.18085106382978725,0.0425531914893617,0.02127659574468085,2,0
0.01791,0.333333,0.25,826,0,low,0,12,1125,0.006222222222222222,0.0,0.0,2,0
0.018382,0.666667,-0.125,845,0,low,1,11,1072,0.025186567164179104,0.011194029850746268,0.0009328358208955224,2,0
0.006173,0.9,0.9,1600,1,medium,0,11,1018,0.01669941060903733,0.0137524557956778,0.0,2,0
0.018775,0.0,0.0,1100,0,medium,5,8,317,0.04416403785488959,0.0031545741324921135,0.0,2,0
0.021779,0.8,-0.6,1000,0,medium,0,10,110,0.06363636363636363,0.01818181818181818,0.0,2,0
0.016216,0.2,0.078788,782,0,low,2,10,123,0.024390243902439025,0.008130081300813009,0.0,2,0
0.024504,0.0,0.0,654,0,low,2,11,972,0.021604938271604937,0.015432098765432098,0.00205761316872428,2,0
0.018182,0.0,0.0,709,0,low,2,6,534,0.00749063670411985,0.0018726591760299626,0.0,2,0
0.022801,0.525,0.05,949,0,low,5,12,161,0.043478260869565216,0.012422360248447204,0.0,2,0
0.0,0.0,0.0,2400,1,medium,5,13,144,0.013888888888888888,0.006944444444444444,0.0,2,0
0.028125,0.05,0.0,977,0,medium,1,8,193,0.03626943005181347,0.0051813471502590676,0.0,2,0
0.03,1.0,0.5,1100,0,medium,0,9,284,0.06690140845070422,0.056338028169014086,0.0035211267605633804,2,0
0.0,0.0,0.0,1600,1,medium,4,9,51,0.11764705882352941,0.0196078431372549,0.0196078431372549,2,0
0.021459,0.6,0.7,526,0,low,2,8,299,0.05351170568561873,0.05351170568561873,0.0,2,0
0.00974,0.0,0.0,925,0,low,5,11,126,0.03968253968253968,0.007936507936507936,0.0,2,0
0.009434,0.316667,0.225,812,0,low,5,8,237,0.016877637130801686,0.004219409282700422,0.0,2,0
0.017313,0.5,0.5,600,0,low,3,8,216,0.041666666666666664,0.023148148148148147,0.0,2,0
0.003247,0.0,0.0,1600,1,medium,0,5,271,0.01107011070110701,0.007380073800738007,0.0,2,0
0.012308,0.0,0.0,2400,1,medium,0,8,177,0.0847457627118644,0.01694915254237288,0.0,2,0
0.013953,0.6875,-0.3125,4400,1,high,2,7,1379,0.01305293691080493,0.011602610587382161,0.0,2,0
0.018568,0.0,0.0,1100,0,medium,0,11,261,0.022988505747126436,0.0038314176245210726,0.0038314176245210726,2,0
0.004329,0.454545,0.136364,1000,0,medium,5,12,907,0.004410143329658214,0.0011025358324145535,0.0011025358324145535,2,0
0.01487,0.527273,-0.14848,1200,0,medium,2,8,289,0.01730103806228374,0.0,0.006920415224913495,2,0
0.016529,0.283333,0.166667,611,0,low,1,12,381,0.010498687664041995,0.005249343832020997,0.0,2,0
0.013587,0.5,0.0,2600,1,medium,5,6,203,0.019704433497536946,0.009852216748768473,0.0,2,0
0.010118,0.95,0.4,834,0,low,5,10,249,0.020080321285140562,0.008032128514056224,0.008032128514056224,2,0
0.020192,0.0,0.0,8600,1,high,5,14,1216,0.012335526315789474,0.001644736842105263,0.0,2,0
0.021186,0.65,0.35,846,0,low,0,10,336,0.044642857142857144,0.03571428571428571,0.0,2,0
0.025735,0.317857,0.167857,1200,0,medium,0,9,554,0.009025270758122744,0.0036101083032490976,0.0018050541516245488,2,0
0.026042,0.125,0.0,1900,1,medium,0,11,2914,0.0030885380919698007,0.0024021962937542897,0.00034317089910775565,2,0
0.025956,0.5,0.15,2100,1,medium,2,10,152,0.11842105263157894,0.006578947368421052,0.09868421052631579,2,0
0.048193,0.333333,0.25,12200,1,high,2,14,528,0.007575757575757576,0.0,0.001893939393939394,2,0
0.016097,0.45,0.0625,2900,1,medium,1,10,200,0.05,0.005,0.0,2,0
0.025335,0.0,0.0,875,0,low,2,11,123,0.2032520325203252,0.08130081300813008,0.0,2,0
0.027778,0.0,0.0,1500,1,medium,5,9,140,0.12142857142857143,0.05714285714285714,0.0,2,0
0.019355,0.727273,0.493182,3500,1,medium,5,10,439,0.009111617312072893,0.004555808656036446,0.0,2,0
0.0125,0.0,0.0,7800,1,high,3,13,292,0.03424657534246575,0.010273972602739725,0.0,2,0
0.012136,0.0,0.0,5400,1,high,5,7,637,0.02197802197802198,0.0031397174254317113,0.0,2,0
0.007491,0.0,0.0,2100,1,medium,4,7,297,0.02356902356902357,0.006734006734006734,0.003367003367003367,2,0
0.014545,1.0,0.5,2700,1,medium,4,11,618,0.07119741100323625,0.0016181229773462784,0.0,2,0
0.012308,0.0,0.0,7800,1,high,5,7,788,0.0025380710659898475,0.0012690355329949238,0.0,2,0
0.015718,0.0,0.0,853,0,low,2,8,221,0.09502262443438914,0.04524886877828054,0.004524886877828055,2,0
0.032836,0.454545,0.136364,1200,0,medium,0,7,605,0.019834710743801654,0.0049586776859504135,0.0,2,0
0.013649,0.7,-0.4,2200,1,medium,4,8,292,0.09246575342465753,0.003424657534246575,0.010273972602739725,2,0
0.020548,0.0,0.0,1100,0,medium,0,13,1386,0.006493506493506494,0.0007215007215007215,0.0,2,0
0.019022,0.0,0.0,858,0,low,0,11,997,0.004012036108324975,0.0010030090270812437,0.0010030090270812437,2,0
0.005102,0.0,0.0,3600,1,medium,5,7,1064,0.007518796992481203,0.0,0.0009398496240601503,2,0
0.006211,0.5,0.5,1200,0,medium,5,6,307,0.019543973941368076,0.0,0.003257328990228013,2,0
0.014388,0.454545,0.136364,846,0,low,2,11,341,0.01466275659824047,0.011730205278592375,0.0,2,0
0.022165,0.454545,0.136364,2300,1,medium,5,8,195,0.03076923076923077,0.015384615384615385,0.0,2,0
0.024793,0.0,0.0,1300,0,medium,5,12,162,0.030864197530864196,0.006172839506172839,0.0,2,0
0.013369,0.0,0.0,1300,0,medium,5,12,125,0.016,0.016,0.0,2,0
0.019835,0.5,0.5,1900,1,medium,1,8,1109,0.014427412082957619,0.0009017132551848512,0.009017132551848512,2,0
0.032457,0.0,0.0,6600,1,high,5,10,226,0.03982300884955752,0.017699115044247787,0.004424778761061947,2,0
0.004376,0.5,0.5,1300,0,medium,1,10,341,0.03519061583577713,0.002932551319648094,0.0,2,0
0.016822,0.0,0.0,603,0,low,0,6,99,0.020202020202020204,0.09090909090909091,0.0,2,0
0.012739,0.25,0.25,2700,1,medium,0,7,628,0.02388535031847134,0.01910828025477707,0.0015923566878980893,3,0
0.0,0.0,0.0,1300,0,medium,0,7,407,0.0,0.0343980343980344,0.0,3,0
0.01528,0.0,0.0,1500,1,medium,5,8,273,0.05128205128205128,0.03296703296703297,0.0,3,0
0.023339,0.6875,-0.3125,781,0,low,2,11,96,0.052083333333333336,0.10416666666666667,0.0,3,0
0.01626,0.0,0.0,672,0,low,5,10,312,0.02564102564102564,0.0,0.003205128205128205,3,0
0.022951,0.583333,-0.08333,2900,1,medium,3,6,95,0.042105263157894736,0.010526315789473684,0.0,3,0
0.006803,0.0,0.0,2000,1,medium,0,8,812,0.006157635467980296,0.0,0.0012315270935960591,3,0
0.009877,0.5,0.0,862,0,low,1,6,82,0.036585365853658534,0.012195121951219513,0.0,3,0
0.016199,0.0,0.0,1500,1,medium,1,8,294,0.027210884353741496,0.003401360544217687,0.0,3,0
0.008811,0.0,0.0,912,0,low,5,8,144,0.027777777777777776,0.006944444444444444,0.0,3,0
0.012195,0.0,0.0,1600,1,medium,0,10,310,0.02903225806451613,0.0064516129032258064,0.0,3,0
0.017812,0.0,0.0,3000,1,medium,0,10,874,0.008009153318077803,0.0,0.0,3,0
0.033613,0.7,0.225,31500,1,very_high,0,9,200,0.015,0.06,0.005,3,0
0.0,0.0,0.0,6700,1,high,5,8,310,0.0032258064516129032,0.0,0.0064516129032258064,3,0
0.010526,0.0,0.0,770,0,low,0,9,397,0.005037783375314861,0.0025188916876574307,0.0,3,0
0.023516,0.333333,-0.16667,769,0,low,0,9,162,0.05555555555555555,0.012345679012345678,0.006172839506172839,3,0
0.050455,0.525,-0.33438,1100,0,medium,2,8,89,0.2247191011235955,0.02247191011235955,0.2808988764044944,3,0
0.018711,0.375,-0.125,996,0,medium,2,7,172,0.005813953488372093,0.0,0.01744186046511628,3,0
0.010989,0.0,0.0,959,0,medium,1,10,831,0.010830324909747292,0.0012033694344163659,0.0,3,0
0.017045,0.0,0.0,700,0,low,2,9,358,0.002793296089385475,0.002793296089385475,0.0,3,0
0.017241,0.0,0.0,976,0,medium,0,11,457,0.00437636761487965,0.00437636761487965,0.0,3,0
0.025911,0.6,-0.3,4000,1,high,2,10,308,0.2077922077922078,0.0,0.03896103896103896,3,0
0.041257,1.0,0.0,1600,1,medium,0,11,145,0.296551724137931,0.006896551724137931,0.0,3,0
0.019157,0.55,0.1,1700,1,medium,2,9,318,0.04716981132075472,0.0,0.031446540880503145,3,0
0.04902,0.2,0.3,3400,1,medium,0,9,718,0.004178272980501393,0.0,0.01532033426183844,3,0
0.022222,0.8,0.4,10000,1,high,4,6,136,0.058823529411764705,0.007352941176470588,0.0,3,0
0.024534,1.0,0.0,592,0,low,2,8,144,0.08333333333333333,0.1111111111111111,0.020833333333333332,3,0
0.021144,0.333333,0.25,1200,0,medium,0,9,80,0.125,0.025,0.0,3,0
0.02514,0.0,0.0,865,0,low,0,8,226,0.08849557522123894,0.008849557522123894,0.004424778761061947,3,0
0.01318,0.125,0.0,649,0,low,0,9,1631,0.00797057020232986,0.001226241569589209,0.0,3,0
0.028476,0.0,0.0,869,0,low,0,6,762,0.006561679790026247,0.0026246719160104987,0.0,3,0
0.10303,0.4,-0.4,1400,0,medium,0,13,699,0.00715307582260372,0.01859799713876967,0.001430615164520744,3,0
0.03207,0.0,0.0,3800,1,medium,0,14,530,0.08867924528301886,0.03773584905660377,0.0018867924528301887,3,0
0.010135,1.0,0.0,1900,1,medium,1,11,569,0.0035149384885764497,0.0017574692442882249,0.0,3,0
0.004484,1.0,0.6,2600,1,medium,5,9,111,0.036036036036036036,0.009009009009009009,0.0,3,0
0.011236,1.0,0.5,1100,0,medium,2,9,111,0.16216216216216217,0.17117117117117117,0.04504504504504504,3,0
0.011976,0.5,0.020833,950,0,medium,1,5,268,0.014925373134328358,0.0,0.007462686567164179,3,0
0.007194,0.0,0.0,1800,1,medium,4,7,206,0.009708737864077669,0.038834951456310676,0.0048543689320388345,3,0
0.012422,0.0,0.0,1300,0,medium,1,10,231,0.030303030303030304,0.008658008658008658,0.0,3,0
0.007463,0.3,0.0,918,0,low,5,11,319,0.006269592476489028,0.003134796238244514,0.0,3,0
0.020522,0.0,0.0,1800,1,medium,0,10,807,0.022304832713754646,0.004956629491945477,0.0012391573729863693,3,0
0.004545,0.0,0.0,1900,1,medium,5,10,473,0.021141649048625793,0.0,0.0,3,0
0.018048,0.0,0.0,629,0,low,0,9,229,0.1222707423580786,0.004366812227074236,0.0,3,0
0.036145,0.0,-0.2,1600,1,medium,0,10,1062,0.006591337099811676,0.0009416195856873823,0.0,3,0
0.011086,0.5,0.0,951,0,medium,0,8,420,0.011904761904761904,0.004761904761904762,0.0,3,0
0.010526,0.0,0.0,2000,1,medium,1,7,1164,0.009450171821305841,0.000859106529209622,0.000859106529209622,3,0
0.015748,0.0,0.0,1300,0,medium,2,7,186,0.13978494623655913,0.005376344086021506,0.11290322580645161,3,0
0.025641,0.2,0.2,2200,1,medium,5,10,391,0.010230179028132993,0.0,0.0025575447570332483,3,0
0.027356,0.1,-0.1,524,0,low,0,9,937,0.008537886872998933,0.0021344717182497333,0.0,3,0
0.020091,0.083333,0.1,12500,1,high,0,11,257,0.027237354085603113,0.011673151750972763,0.0,3,0
0.020464,0.436111,0.130556,2200,1,medium,1,7,94,0.05319148936170213,0.010638297872340425,0.0,3,0
0.006024,0.0,0.0,1300,0,medium,5,10,260,0.015384615384615385,0.0038461538461538464,0.0,3,0
0.009091,0.454545,0.136364,4400,1,high,0,13,1067,0.013120899718837863,0.00937207122774133,0.0,3,0
0.022659,0.125,0.0,1300,0,medium,5,8,716,0.0111731843575419,0.012569832402234637,0.0,3,0
0.01341,1.0,0.5,865,0,low,1,8,299,0.023411371237458192,0.010033444816053512,0.0,3,0
0.023288,0.49375,-0.09375,937,0,low,2,9,185,0.04864864864864865,0.06486486486486487,0.005405405405405406,3,0
0.016393,0.0,0.0,1700,1,medium,1,10,472,0.00211864406779661,0.00211864406779661,0.00423728813559322,3,0
0.027322,1.0,0.1,757,0,low,5,8,491,0.016293279022403257,0.002036659877800407,0.0,3,0
0.015504,0.7,0.55,4800,1,high,5,13,410,0.01707317073170732,0.004878048780487805,0.0,3,0
0.018085,0.0,0.0,6500,1,high,5,9,228,0.05263157894736842,0.0043859649122807015,0.0,3,0
0.032685,0.0,0.0,2100,1,medium,3,6,506,0.019762845849802372,0.015810276679841896,0.0,3,0
0.018018,0.4,-0.25,742,0,low,0,9,121,0.024793388429752067,0.0,0.008264462809917356,3,0
0.014599,0.0,0.0,2500,1,medium,0,9,897,0.007803790412486065,0.011148272017837236,0.0011148272017837235,3,0
0.019694,0.0,0.0,743,0,low,0,7,1247,0.0048115477145148355,0.0008019246190858059,0.0,3,0
0.037356,0.5,-0.3,2200,1,medium,3,8,102,0.0784313725490196,0.049019607843137254,0.0196078431372549,3,0
0.013825,1.0,0.333333,7100,1,high,0,7,107,0.1308411214953271,0.09345794392523364,0.018691588785046728,3,0
0.044944,0.4,-0.25,2000,1,medium,4,7,437,0.0,0.004576659038901602,0.0,3,0
0.0,0.283333,0.266667,11600,1,high,4,10,329,0.0243161094224924,0.0060790273556231,0.0,3,0
0.01039,0.0,0.0,835,0,low,1,7,146,0.0273972602739726,0.00684931506849315,0.0,3,0
0.021622,0.0,0.3,1200,0,medium,4,7,169,0.011834319526627219,0.0,0.005917159763313609,3,0
0.006993,0.454545,0.136364,1400,0,medium,2,10,142,0.028169014084507043,0.014084507042253521,0.0,3,0
0.022624,0.0,0.0,1700,1,medium,2,9,363,0.0027548209366391185,0.011019283746556474,0.0,3,0
0.013752,0.8,0.4,2600,1,medium,0,6,166,0.18072289156626506,0.006024096385542169,0.0,3,0
0.016371,0.0,0.0,812,0,low,0,11,259,0.023166023166023165,0.007722007722007722,0.003861003861003861,3,0
0.015009,0.533333,0.316667,1800,1,medium,4,8,820,0.00853658536585366,0.003658536585365854,0.0012195121951219512,3,0
0.01432,0.375,0.0,2400,1,medium,4,6,532,0.015037593984962405,0.0037593984962406013,0.0037593984962406013,3,0
0.022901,0.0,0.0,1000,0,medium,1,9,658,0.001519756838905775,0.0,0.00303951367781155,3,0
0.011416,0.3,-0.5,603,0,low,0,13,511,0.019569471624266144,0.0019569471624266144,0.0,3,0
0.0,0.5,0.5,3400,1,medium,1,5,400,0.0225,0.0025,0.0,3,0
0.01084,0.75,0.25,964,0,medium,2,6,103,0.07766990291262135,0.05825242718446602,0.0,3,0
0.012987,0.4,-0.2,1100,0,medium,0,8,397,0.010075566750629723,0.0,0.0,3,0
0.020833,1.0,-0.6,829,0,low,0,12,209,0.023923444976076555,0.004784688995215311,0.009569377990430622,3,0
0.008772,0.0,0.0,2800,1,medium,5,11,318,0.015723270440251572,0.0031446540880503146,0.0031446540880503146,3,0
0.013624,0.0,-0.2,1300,0,medium,0,8,140,0.02142857142857143,0.16428571428571428,0.0,4,0
0.035433,0.666667,-0.7,2500,1,medium,4,7,119,0.21008403361344538,0.10084033613445378,0.0,4,0
0.008101,0.0,0.0,2300,1,medium,4,6,149,0.2550335570469799,0.006711409395973154,0.0,4,0
0.009412,0.0,0.0,732,0,low,0,10,326,0.1196319018404908,0.08895705521472393,0.0,4,0
0.003401,0.0,0.0,389,0,very_low,4,10,197,0.1116751269035533,0.015228426395939087,0.0,4,0
0.019288,0.2,0.1,20500,1,high,0,6,1172,0.04522184300341297,0.0,0.043515358361774746,4,0
0.014973,0.0,0.0,3200,1,medium,3,8,224,0.10267857142857142,0.004464285714285714,0.008928571428571428,4,0
0.036885,0.466667,0.1,1400,0,medium,0,8,634,0.011041009463722398,0.0031545741324921135,0.0,4,0
0.027972,0.4,0.1,849,0,low,2,8,121,0.008264462809917356,0.0,0.008264462809917356,4,0
0.04918,0.344444,-0.12778,1300,0,medium,0,6,934,0.0032119914346895075,0.0,0.022483940042826552,4,0
0.005464,0.125,0.0,2600,1,medium,3,9,227,0.04405286343612335,0.013215859030837005,0.004405286343612335,4,0
0.009217,0.55,0.2,3100,1,medium,4,11,113,0.07079646017699115,0.02654867256637168,0.0,4,0
0.080645,0.333333,-0.2,9000,1,high,0,8,172,0.011627906976744186,0.03488372093023256,0.005813953488372093,4,0
0.013263,0.0,0.0,1600,1,medium,0,10,709,0.012693935119887164,0.015514809590973202,0.0,4,0
0.018519,0.85,0.25,1700,1,medium,2,10,136,0.04411764705882353,0.014705882352941176,0.0,4,0
0.022346,0.454545,0.136364,5200,1,high,5,10,96,0.03125,0.0,0.010416666666666666,4,0
0.007481,0.4,-0.1,3200,1,medium,5,9,271,0.03690036900369004,0.007380073800738007,0.0,4,0
0.017143,0.95,0.75,998,0,medium,1,12,308,0.05194805194805195,0.006493506493506494,0.0,4,0
0.019737,0.0,0.0,3100,1,medium,0,10,152,0.03289473684210526,0.0,0.013157894736842105,4,0
0.016667,0.458333,0.333333,2300,1,medium,0,5,378,0.007936507936507936,0.005291005291005291,0.0,4,0
0.009231,0.711111,0.444444,2400,1,medium,0,11,338,0.029585798816568046,0.0029585798816568047,0.0,4,0
